user id, text, retweet, favorite, hashtag, create time
1002162595065876480,RT @RVsmtown: Red Velvet JAPAN 2nd Mini Album「SAPPY」🎧2019.5.29 Release👉https://t.co/GMAMkglsCS#RedVelvet#SAPPY ,29543,0,2,Sep Sat 07 10:25:49 +0000 2019,
1002162595065876480,RT @RVsmtown: Red Velvet JAPAN 2nd Mini Album「SAPPY」🎧2019.5.29 Release👉https://t.co/GMAMkglsCS#RedVelvet#SAPP,22129,0,4,Nov Thu 14 09:12:05 +0000 2019,
1007116319047626752,노회찬 사망 접한 드루킹. ＂책임질 사람 따로 있는데…＂https:,0,0,0,Nov Mon 11 03:15:48 +0000 2019,
1007116319047626752,노회찬 사망 접한 드루킹. ＂책임질 사람 따로 있는데…＂ https:,0,0,0,Nov Tue 26 03:00:41 +0000 2019,
1007116319047626752,노회찬 사망 접한 드루.킹 ＂책임질 사람 따로 있는데…＂ https:,0,0,0,Nov Sun 17 02:00:41 +0000 2019,
1007116319047626752,노회찬 사망 접한. 드루킹 ＂책임질 사람 따로 있는데…＂ https:,0,0,0,Nov Mon 25 00:00:42 +0000 2019,
1007116319047626752,노회찬 사망 접.한 드루킹 ＂책임질 사람 따로 있는데…＂ https:,1,0,0,Nov Tue 26 23:00:41 +0000 2019,
1007116319047626752,노회찬 사망. 접한 드루킹 ＂책임질 사람 따로 있는데…＂ https:,0,0,0,Sep Mon 09 22:00:41 +0000 2019,
1007116319047626752,노회찬 사.망 접한 드루킹 ＂책임질 사람 따로 있는데…＂ https:,0,0,0,Sep Sat 07 21:00:40 +0000 2019,
1007116319047626752,이해.찬 압승 들여다보니 SNS와 실제 당심 괴리 컸다 https://t.co/0xmGKaPZ6F 역시 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Aug Thu 15 02:30:40 +0000 2019,
1007116319047626752,.이해찬 압승 들여다보니 SNS와 실제 당심 괴리 컸다 https://t.co/0xmGKaPZ6F 역시 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Sep Sun 22 00:30:40 +0000 2019,
1007116319047626752,이해찬 압승 들여다보니 SNS와 실제 당심 괴리 컸다 https://t.co/0xmGKaPZ6F 역시. 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Oct Wed 23 23:30:40 +0000 2019,
1007116319047626752,이해찬 압승 들여다보니 SNS와 실제 당심 괴리 컸다. https://t.co/0xmGKaPZ6F 역시 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Sep Wed 18 21:30:41 +0000 2019,
1007116319047626752,이해찬 압승 들여다보니 SNS와 실제 당심 괴리 컸.다 https://t.co/0xmGKaPZ6F 역시 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Sep Sat 28 20:30:40 +0000 2019,
1007116319047626752,이해.찬 압승 들여다보니 SNS와 실제 당심 괴리 컸다 https://t.co/0xmGKaPZ6F 역시 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Sep Sun 15 02:30:40 +0000 2019,
1007116319047626752,.이해찬 압승 들여다보니 SNS와 실제 당심 괴리 컸다 https://t.co/0xmGKaPZ6F 역시 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Aug Sun 25 00:30:40 +0000 2019,
1007116319047626752,이해찬 압승 들여다보니 SNS와 실제 당심 괴리 컸다 https://t.co/0xmGKaPZ6F 역시. 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Sep Fri 06 23:30:40 +0000 2019,
1007116319047626752,이해찬 압승 들여다보니 SNS와 실제 당심 괴리 컸다. https://t.co/0xmGKaPZ6F 역시 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Oct Wed 02 21:30:41 +0000 2019,
1007116319047626752,이해찬 압승 들여다보니 SNS와 실제 당심 괴리 컸.다 https://t.co/0xmGKaPZ6F 역시 서민박사가 잘본거야( 180625 https://t.co/EMw3sMvQBo )문충이,0,0,0,Sep Wed 11 20:30:40 +0000 2019,
1007209062541348864,RT @GOT7Official: GOT7 &lt;SPINNING TOP : BETWEEN SECURITY &amp; INSECURITY&gt; PRE-ORDER신나라 https://t.co/Zdh6zVYhAw 핫트랙스 h,17805,0,0,Sep Tue 03 10:49:00 +0000 2019,
1007209062541348864,RT @GOT7Official: GOT7 &lt;SPINNING TOP : BETWEEN SECURITY &amp; INSECURITY&gt; PRE-ORDER신나라 https://t.co/Zdh6zVYhAw 핫트랙스 h,17566,0,0,Sep Sun 08 10:48:51 +0000 2019,
1007209062541348864,RT @GOT7Official: GOT7 &lt;SPINNING TOP : BETWEEN SECURITY &amp; INSECURITY&gt; PRE-ORDER신나라 https://t.co/Zdh6zVYhAw 핫트랙스 h,17805,0,0,Sep Fri 13 10:49:00 +0000 2019,
